,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,1.6262962685313131,-3.1971111041950477,-3.4264938511431704,0.4738626634265385,0.48874522941720583,-1.095003152906566,1.5861774903382717,1.0
1,-9.884008204308802,0.5306414951158399,1.1585281161179652,-1.471262731891923,0.23251481193057083,-0.8877863795981144,0.03304494933690554,0.0
2,-9.151924207778345,3.38631190885415,0.6613995736967397,-1.1708742405800794,1.8934056973596614,-0.9919186089457463,0.47022510039646687,0.0
3,-8.943658738472084,1.1109079158192618,2.6519709428193856,-1.2299712675295937,-0.3729528981806032,-0.5498267501897133,-1.4549209458898862,0.0
4,-9.782567125698787,0.46409195595118835,1.1729311171920935,-0.7786286958722752,0.3030762129996173,-1.350769958015521,1.043664440493543,0.0
5,-9.91159599656965,0.5675756598427931,1.5462080885652736,-1.6866927724892042,-0.07875441530160707,-1.0602426570111425,1.946680920330052,0.0
6,-9.479253917604655,0.30791783695694147,0.654965826321037,1.193741577739136,0.5741640651576297,-1.3196509471583824,1.3915002443254878,0.0
7,7.048447928107526,-4.479214363712113,-4.859355316743189,1.5380958335418158,0.939222669332626,-1.760669753672502,0.9332302184037374,1.0
8,-9.45706108681244,0.3198982313761859,0.8562159951980901,1.2137222343943797,0.3937227484705491,-0.17718640734827235,2.0683149401092136,0.0
9,-9.155137249856107,0.7888177869852091,1.9780325462611157,-1.0216129933065976,0.03983354827131181,-0.7977429976245871,-1.2394673835297723,0.0
10,-9.273627469515688,0.4693141196195959,2.0200457180533613,-1.0487804437056931,-0.06827989149494473,4.307894878879168,4.077412438176488,0.0
11,-9.451076982652799,0.49982984117510504,1.1380605681851288,0.4814215379504639,-0.0083038475339835,-0.16099926727250646,-0.5144438154865341,0.0
12,-9.670364814101273,0.528931887979104,1.016869158286338,-1.0061250227756489,0.7507230619092307,-1.144791694779711,0.11702130012038592,0.0
13,-9.734718198219744,0.8431360183081837,1.6656357160777042,-2.3053570273207766,-0.4483944492663264,0.29485253950895624,-2.099265896478863,0.0
14,-9.715265637824153,0.4907320089082375,1.513460305138734,-1.448170019523785,0.043662313460497176,-0.11624010661929929,1.0043429158134318,0.0
15,-9.53893471189898,0.5414155244022099,0.839697120476072,-0.2988298674603045,0.6850124743009739,-0.4995342441013498,-1.9425244984259926,0.0
16,-9.900844068244103,0.6550181104983654,0.9887245509875493,-1.160224369191398,0.1037125543259023,0.7480932475077503,-0.8086163268666928,0.0
17,-9.816507141016967,0.5641296773803556,1.3197642573405428,-1.4981543157387982,0.213455574624066,-1.0122388394729132,0.7472810824679814,0.0
18,-9.747793930451119,0.48698258348803025,1.347464655166386,-1.119070445051175,0.23655740697534006,-0.7787580267712766,1.4862980960217835,0.0
19,39.933912436178424,0.5721304815094171,24.80408501904513,4.912233142031159,-8.86593080215408,-0.7741792933084752,-0.6094704511615837,1.0
20,31.947439005706187,-1.5424825079255169,-3.4437976491075952,-4.20642845262296,2.677785384382109,7.878302441662917,-5.318016421776527,1.0
21,-9.716797477306743,0.5550905203358607,1.5926727676603922,-1.4720739805222598,0.16424670386205445,-0.2003907968445204,2.14199914789959,0.0
22,-9.771673088032669,0.46016873766161964,1.1412595539306587,-0.466332587171295,0.4339701426869909,-1.244497111448254,1.5878391017175328,0.0
23,-9.904089015392533,0.5488984050204212,1.2961327877716196,-1.4183787003811645,0.186187480228685,-0.7110709752387337,0.6423496167908451,0.0
24,-10.094697028142216,0.6022670815837025,0.7410861926372903,-2.225512237630612,-0.053104592620912404,-0.2301772608081799,-0.9190326310490906,0.0
25,-10.02976960085944,0.7045146495620862,1.3731210149406954,-2.0258514054145333,-0.29495767671640954,-0.09237794031874746,-0.3505081566549777,0.0
26,37.0526824821197,-4.964299274877012,6.3014333098634445,-7.10635915000929,-2.892921748593583,-0.11714474998659051,0.31523968971586697,1.0
27,-9.851326610231954,0.49215723302035375,1.4025113291556712,-1.5962477659358714,0.03617846924842733,-0.7954283394075592,0.5751560705684092,0.0
28,31.828073367561604,-8.76868106768468,-6.1636278042427355,-4.324301846359357,-0.6779065713426548,-2.8057863149814666,2.457595268688633,1.0
29,-9.296708640877519,0.7949702371821936,2.192264213362268,-1.4038678511866522,-0.14738736320168647,-0.5075719841848023,-1.4292563911726606,0.0
30,-9.651611986495423,0.670042080319669,1.6208605975524248,-0.9916638284822654,-0.20223104526116145,-0.6252225048732896,-0.7016618658769702,0.0
31,-9.151605437781333,1.3018974876700597,3.0117255228638418,-0.9729982752959706,-1.6892374764828575,0.14740390843317347,-2.5905552129529728,0.0
32,37.442609841699124,-0.8489632693814869,19.82265326925152,3.767894407899255,-7.566646889078918,-0.8785859224955419,-0.5575287044161958,1.0
33,-9.83622507846283,0.4877284564708491,1.3409372804035327,-1.4444545642696593,0.1340263581514178,-1.1089730781433251,0.49180896835021476,0.0
